,AGREEMENT_END_DATE__C,CUSTOMER__C
14464,2017-09-01,001a000001NIKSMAA5
14467,2017-12-02,001a000001NIKSaAAP
14470,2016-12-31,001a000001NIKSkAAP
14472,2017-03-31,001a000001NIKT4AAP
14475,2016-03-31,001a000001NIKTKAA5
14476,2017-12-19,001a000001NIKTNAA5
14477,2016-12-10,001a000001NIKTQAA5
14486,2018-03-03,001a000001NIKV9AAP
14491,2016-04-16,001a000001NIKVfAAP
14494,2018-06-17,001a000001NIKW9AAP
14496,2018-01-22,001a000001NIKWQAA5
14497,2017-03-31,001a000001NIKWXAA5
14499,2016-01-31,001a000001NIKWfAAP
14507,2018-02-09,001a000001NIKXeAAP
14509,2016-06-25,001a000001NIKXtAAP
14521,2017-08-18,001a000001NIKZFAA5
14530,2018-01-10,001a000001NIKaUAAX
14531,2017-12-07,001a000001NIKaYAAX
14532,2017-11-28,001a000001NIKaZAAX
14534,2016-10-20,001a000001NIKavAAH
14536,2017-12-31,001a000001NIKb3AAH
14539,2016-09-30,001a000001NIKbXAAX
14544,2016-08-25,001a000001NIKcCAAX
14548,2016-10-14,001a000001NIKe2AAH
14549,2017-03-08,001a000001NIKe5AAH
14550,2018-02-02,001a000001NIKeGAAX
14552,2015-11-20,001a000001NIKecAAH
14563,2018-01-26,001a000001NIKhSAAX
14566,2016-11-13,001a000001NIKiwAAH
14569,2017-01-25,001a000001NIKjLAAX
14570,2018-06-01,001a000001NIKjdAAH
14571,2018-01-19,001a000001NIKjkAAH
14582,2018-07-14,001a000001NIKlHAAX
14583,2017-12-15,001a000001NIKlPAAX
14588,2017-12-31,001a000001NIKloAAH
14591,2017-05-03,001a000001NIKmTAAX
14593,2016-12-11,001a000001NIKmZAAX
14597,2017-03-12,001a000001NIKnQAAX
14610,2016-01-11,001a000001NIKvkAAH
14611,2017-11-30,001a000001NIKwDAAX
14613,2017-08-30,001a000001NIKwfAAH
14615,2018-02-09,001a000001NIKxOAAX
14618,2017-12-31,001a000001NIKzIAAX
14619,2017-12-31,001a000001NIKzhAAH
14621,2018-06-21,001a000001NIL0LAAX
14622,2016-02-22,001a000001NIL0MAAX
14623,2018-02-04,001a000001NIL0NAAX
14624,2017-06-27,001a000001NIL0hAAH
14629,2017-02-03,001a000001NIL2EAAX
14630,2017-05-17,001a000001NIL37AAH
14632,2018-02-28,001a000001NIL3UAAX
14635,2017-10-18,001a000001NIL3zAAH
14638,2018-06-29,001a000001NIL4hAAH
14639,2016-12-07,001a000001NIL4xAAH
14640,2018-03-19,001a000001NIL56AAH
14642,2018-02-15,001a000001NIL66AAH
14643,2018-06-20,001a000001NIL6BAAX
14644,2018-05-30,001a000001NIL8vAAH
14645,2017-12-17,001a000001NIL9UAAX
14648,2018-01-29,001a000001NIL9uAAH
14649,2016-12-21,001a000001NILA2AAP
14654,2016-03-15,001a000001NILAKAA5
14655,2018-04-16,001a000001NILASAA5
14656,2016-06-27,001a000001NILBtAAP
14659,2017-03-24,001a000001NILEGAA5
14660,2018-04-18,001a000001NILEIAA5
14663,2018-04-17,001a000001NILFZAA5
14666,2016-02-16,001a000001NILFpAAP
14668,2017-12-11,001a000001NILG9AAP
14669,2017-03-18,001a000001NILGQAA5
14670,2018-07-15,001a000001NILGwAAP
14673,2018-03-04,001a000001NILHMAA5
14675,2017-10-25,001a000001NILHvAAP
14676,2017-10-22,001a000001NILHyAAP
14681,2018-04-14,001a000001NILImAAP
14682,2016-09-27,001a000001NILInAAP
14683,2017-09-29,001a000001NILIpAAP
14687,2018-03-24,001a000001NILLTAA5
14688,2018-05-15,001a000001NILLmAAP
14690,2018-05-31,001a000001NILMLAA5
14691,2016-07-09,001a000001NILMpAAP
14697,2018-04-07,001a000001NILNoAAP
14698,2017-09-30,001a000001NILNyAAP
14699,2017-02-01,001a000001NILO4AAP
14706,2015-11-20,001a000001NILQZAA5
14711,2016-10-19,001a000001NILRKAA5
14712,2016-08-07,001a000001NILS1AAP
14713,2017-06-02,001a000001NILSCAA5
14714,2017-04-30,001a000001NILSHAA5
14715,2016-08-19,001a000001NILSwAAP
14717,2016-05-28,001a000001NILTiAAP
14718,2017-05-28,001a000001NILTzAAP
14719,2016-04-29,001a000001NILUDAA5
14723,2017-01-31,001a000001NILUZAA5
14725,2017-05-14,001a000001NILUoAAP
14727,2017-09-30,001a000001NILVKAA5
14733,2017-11-16,001a000001NILX5AAP
14736,2016-05-17,001a000001NILYCAA5
14738,2018-02-03,001a000001NILYOAA5
14739,2017-04-07,001a000001NILYVAA5
14742,2018-03-19,001a000001NILYoAAP
14743,2016-05-25,001a000001NILYzAAP
14745,2018-03-15,001a000001NILacAAH
14750,2018-06-11,001a000001NILbxAAH
14760,2016-06-28,001a000001NILe0AAH
14762,2017-06-25,001a000001NILebAAH
14771,2018-01-27,001a000001NILg2AAH
14779,2018-07-13,001a000001NILjfAAH
14782,2016-07-17,001a000001NILklAAH
14786,2017-07-23,001a000001NILl5AAH
14787,2018-02-28,001a000001NILl9AAH
14794,2017-12-20,001a000001NILnMAAX
14796,2018-06-29,001a000001NILnQAAX
14797,2018-03-29,001a000001NILnaAAH
14800,2018-03-01,001a000001NILp9AAH
14804,2017-06-08,001a000001NILqsAAH
14809,2017-12-06,001a000001NILs9AAH
14810,2016-12-14,001a000001NILsQAAX
14820,2018-01-07,001a000001NILuFAAX
14821,2016-12-07,001a000001NILuGAAX
14822,2018-01-24,001a000001NILuKAAX
14827,2017-09-29,001a000001NILvNAAX
14830,2016-03-24,001a000001NILveAAH
14836,2017-06-20,001a000001NILwGAAX
14837,2016-07-30,001a000001NILwKAAX
14841,2016-04-12,001a000001NILwfAAH
14842,2016-05-29,001a000001NILwtAAH
14847,2017-09-30,001a000001NILxIAAX
14849,2016-08-20,001a000001NILxSAAX
14850,2016-11-18,001a000001NILxTAAX
14851,2016-10-06,001a000001NILxZAAX
14854,2016-06-26,001a000001NILxkAAH
14857,2016-06-05,001a000001NILxtAAH
14858,2016-09-30,001a000001NILxwAAH
14861,2016-09-29,001a000001NILy6AAH
14869,2015-12-10,001a000001NILzSAAX
14871,2016-05-02,001a000001NILziAAH
14876,2016-10-06,001a000001NIM0DAAX
14878,2016-12-15,001a000001NIM0aAAH
14879,2018-07-26,001a000001NIM1CAAX
14880,2018-05-30,001a000001NIM1LAAX
14882,2017-12-18,001a000001NIM1iAAH
14887,2017-04-23,001a000001NIM1xAAH
14888,2018-08-01,001a000001NIM2FAAX
14891,2016-08-29,001a000001NIM2NAAX
14892,2016-07-30,001a000001NIM2WAAX
14894,2018-04-23,001a000001NIM2lAAH
14895,2017-12-19,001a000001NIM2wAAH
14899,2017-12-28,001a000001NIM3NAAX
14902,2016-05-11,001a000001NIM5LAAX
14903,2018-06-26,001a000001NIM5RAAX
14905,2018-06-20,001a000001NIM6LAAX
14906,2018-06-19,001a000001NIM6SAAX
14907,2018-01-27,001a000001NIM6dAAH
14909,2016-08-14,001a000001NIM6tAAH
14910,2018-02-01,001a000001NIM6uAAH
14912,2015-01-05,001a000001NIM7FAAX
14913,2017-12-13,001a000001NIM7IAAX
14915,2018-03-07,001a000001NIM7fAAH
14918,2016-09-21,001a000001NIM7wAAH
14920,2018-03-24,001a000001NIM8TAAX
14921,2018-02-02,001a000001NIM8cAAH
14922,2017-05-25,001a000001NIM8fAAH
14923,2016-08-09,001a000001NIM8lAAH
14931,2018-01-09,001a000001NIM9lAAH
14933,2016-02-16,001a000001NIM9wAAH
14941,2018-01-02,001a000001NIMBDAA5
14942,2017-11-21,001a000001NIMBJAA5
14944,2016-12-31,001a000001NIMBrAAP
14947,2017-07-23,001a000001NIMDOAA5
14949,2018-04-14,001a000001NIMDyAAP
14951,2017-03-26,001a000001NIME4AAP
14954,2015-06-04,001a000001NIMERAA5
14956,2018-05-10,001a000001NIMF2AAP
14957,2017-12-20,001a000001NIMF7AAP
14959,2017-04-14,001a000001NIMFQAA5
14960,2017-03-29,001a000001NIMFUAA5
14961,2018-03-21,001a000001NIMFcAAP
14962,2016-03-13,001a000001NIMFuAAP
14965,2017-12-11,001a000001NIMFyAAP
14966,2017-05-01,001a000001NIMG0AAP
14972,2016-04-26,001a000001NIMHiAAP
14973,2016-08-05,001a000001NIMI3AAP
14975,2017-06-19,001a000001NIMICAA5
14976,2017-07-11,001a000001NIMITAA5
14977,2017-12-31,001a000001NIMIWAA5
14978,2016-11-10,001a000001NIMIjAAP
14979,2018-06-02,001a000001NIMInAAP
14980,2016-09-17,001a000001NIMIrAAP
14981,2018-02-27,001a000001NIMJ2AAP
14986,2015-01-18,001a000001NIMJwAAP
14987,2016-09-24,001a000001NIMKBAA5
14989,2018-02-22,001a000001NIMKzAAP
14990,2018-05-08,001a000001NIML5AAP
14995,2017-07-18,001a000001NIMMSAA5
14997,2016-10-18,001a000001NIMMoAAP
14999,2016-05-24,001a000001NIMMzAAP
15000,2018-05-25,001a000001NIMN1AAP
15003,2016-06-30,001a000001NIMNdAAP
15009,2018-02-28,001a000001NIMObAAP
15010,2017-06-17,001a000001NIMOxAAP
15016,2016-01-20,001a000001NIMPNAA5
15017,2016-07-11,001a000001NIMQ7AAP
15024,2016-03-12,001a000001NIMQkAAP
15026,2018-07-19,001a000001NIMQoAAP
15028,2017-12-06,001a000001NIMRJAA5
15030,2017-07-28,001a000001NIMRWAA5
15035,2018-07-21,001a000001NIMSuAAP
15036,2016-03-17,001a000001NIMT6AAP
15037,2018-01-08,001a000001NIMTFAA5
15038,2017-07-31,001a000001NIMTRAA5
15050,2017-12-22,001a000001NIMW9AAP
15053,2017-09-04,001a000001NIMWzAAP
15058,2016-02-12,001a000001NIMXPAA5
15059,2016-09-18,001a000001NIMXQAA5
15060,2016-09-29,001a000001NIMXqAAP
15065,2016-09-09,001a000001NIMY9AAP
15066,2018-02-09,001a000001NIMYMAA5
15067,2018-07-19,001a000001NIMYeAAP
15068,2016-09-18,001a000001NIMYlAAP
15069,2016-03-13,001a000001NIMYsAAP
15072,2016-02-12,001a000001NIMZLAA5
15078,2018-01-26,001a000001NIMa1AAH
15083,2018-03-03,001a000001NIMaDAAX
15087,2017-12-28,001a000001NIMaeAAH
15088,2016-02-05,001a000001NIMawAAH
15090,2016-07-18,001a000001NIMbCAAX
15092,2017-10-26,001a000001NIMbYAAX
15094,2017-12-16,001a000001NIMbwAAH
15100,2016-02-02,001a000001NIMcdAAH
15102,2017-05-15,001a000001NIMcoAAH
15105,2016-10-27,001a000001NIMdWAAX
15107,2016-10-30,001a000001NIMdcAAH
15111,2017-05-01,001a000001NIMeWAAX
15112,2018-03-16,001a000001NIMegAAH
15116,2018-04-25,001a000001NIMfLAAX
15117,2017-12-08,001a000001NIMfrAAH
15119,2018-04-29,001a000001NIMgfAAH
15123,2018-03-31,001a000001NIMh8AAH
15124,2018-01-22,001a000001NIMhPAAX
15125,2016-06-30,001a000001NIMhqAAH
15126,2018-03-11,001a000001NIMhsAAH
15128,2017-12-22,001a000001NIMi5AAH
15131,2018-05-23,001a000001NIMiKAAX
15133,2018-05-17,001a000001NIMiOAAX
15136,2016-10-22,001a000001NIMjHAAX
15137,2016-06-24,001a000001NIMjPAAX
15138,2018-01-05,001a000001NIMjQAAX
15141,2017-01-08,001a000001NIMjmAAH
15144,2018-01-06,001a000001NIMk9AAH
15150,2017-12-31,001a000001NIMlAAAX
15151,2016-05-21,001a000001NIMm2AAH
15154,2017-03-15,001a000001NIMmgAAH
15155,2018-02-18,001a000001NIMnSAAX
15157,2018-06-06,001a000001NIMojAAH
15159,2017-08-11,001a000001NIMpdAAH
15163,2016-03-17,001a000001NIMqAAAX
15164,2018-01-26,001a000001NIMqJAAX
15166,2016-01-27,001a000001NIMqbAAH
15169,2016-02-14,001a000001NIMqvAAH
15171,2018-06-29,001a000001NIMr7AAH
15173,2018-06-21,001a000001NIMrPAAX
15174,2016-09-17,001a000001NIMrgAAH
15175,2017-12-20,001a000001NIMs4AAH
15176,2016-03-20,001a000001NIMsBAAX
15179,2018-02-17,001a000001NIMsYAAX
15181,2016-02-17,001a000001NIMsuAAH
15188,2017-03-13,001a000001NIMtUAAX
15189,2017-02-21,001a000001NIMtgAAH
15192,2017-03-13,001a000001NIMuOAAX
15193,2018-02-28,001a000001NIMuPAAX
15197,2017-03-29,001a000001NIMvMAAX
15198,2016-07-30,001a000001NIMvRAAX
15201,2018-07-16,001a000001NIMvkAAH
15206,2016-07-22,001a000001NIMwZAAX
15210,2016-05-19,001a000001NIMxUAAX
15211,2018-04-02,001a000001NIMxXAAX
15213,2017-08-17,001a000001NIMxsAAH
15216,2018-02-03,001a000001NIMyNAAX
15219,2018-03-25,001a000001NIMz0AAH
15220,2018-04-05,001a000001NIMz2AAH
15222,2017-02-28,001a000001NIMzCAAX
15224,2017-10-04,001a000001NIMzJAAX
15225,2018-01-24,001a000001NIMzMAAX
15226,2016-12-01,001a000001NIMzaAAH
15227,2018-04-03,001a000001NIN2xAAH
15229,2018-06-30,001a000001NIN49AAH
15233,2018-05-02,001a000001NIN5lAAH
15238,2018-04-11,001a000001NIN6EAAX
15240,2017-02-10,001a000001NIN6MAAX
15245,2018-03-09,001a000001NIN6vAAH
15246,2016-04-03,001a000001NIN75AAH
15249,2018-05-13,001a000001NIN7aAAH
15250,2018-06-29,001a000001NIN7zAAH
15251,2018-05-05,001a000001NIN8VAAX
15253,2016-08-24,001a000001NIN8hAAH
15254,2018-06-20,001a000001NIN8sAAH
15255,2017-08-12,001a000001NIN8vAAH
15257,2018-06-04,001a000001NIN8yAAH
15258,2017-12-27,001a000001NINAgAAP
15259,2017-12-22,001a000001NINSBAA5
15260,2018-07-13,001a000001NINbqAAH
15261,2013-12-08,001a000001NINqDAAX
15262,2018-05-23,001a000001NINqzAAH
15263,2018-01-30,001a000001NINzSAAX
15265,2017-12-19,001a000001NIO6YAAX
15266,2012-05-01,001a000001NIOArAAP
15267,2017-06-26,001a000001NIOBPAA5
15270,2017-10-30,001a000001NIOQ8AAP
15271,2016-12-20,001a000001NIOR9AAP
15273,2017-04-03,001a000001NIORZAA5
15277,2018-05-09,001a000001NIOSSAA5
15280,2018-03-19,001a000001NIOSjAAP
15282,2017-11-19,001a000001NIOTBAA5
15285,2017-11-29,001a000001NIOTVAA5
15286,2018-07-09,001a000001NIOTWAA5
15288,2016-11-18,001a000001NIOTZAA5
15289,2018-06-26,001a000001NIOTbAAP
15290,2017-05-05,001a000001NIOTdAAP
15295,2017-11-13,001a000001NIOU5AAP
15298,2018-06-30,001a000001NIOUPAA5
15302,2018-01-14,001a000001NIOUnAAP
15308,2016-06-05,001a000001NIOVOAA5
15309,2018-07-09,001a000001NIOVPAA5
15311,2016-08-11,001a000001NIOVoAAP
15314,2017-06-23,001a000001NIOWIAA5
15315,2017-07-15,001a000001NIOWMAA5
15318,2017-06-18,001a000001NIOWiAAP
15319,2018-05-20,001a000001NIOWsAAP
15321,2016-07-17,001a000001NIOX3AAP
15324,2016-06-26,001a000001NIOXDAA5
15325,2018-07-25,001a000001NIOXEAA5
15328,2018-07-24,001a000001NIOXtAAP
15330,2016-05-14,001a000001NIOYAAA5
15331,2017-07-04,001a000001NIOYNAA5
15335,2018-07-09,001a000001NIOYfAAP
15338,2018-07-28,001a000001NIOYxAAP
15339,2017-12-18,001a000001NIOYyAAP
15341,2017-02-23,001a000001NIOZCAA5
15342,2016-09-04,001a000001NIOZEAA5
15343,2016-10-26,001a000001NIOZHAA5
15348,2017-09-30,001a000001NIOZeAAP
15349,2016-12-29,001a000001NIOZhAAP
15354,2016-08-21,001a000001NIOZxAAP
15355,2018-01-20,001a000001NIOZyAAP
15361,2018-03-08,001a000001NIOaTAAX
15364,2018-02-26,001a000001NIOaoAAH
15365,2017-12-18,001a000001NIOaqAAH
15370,2018-01-12,001a000001NIObHAAX
15371,2016-06-06,001a000001NIObLAAX
15372,2018-03-02,001a000001NIObTAAX
15377,2018-02-28,001a000001NIObhAAH
15378,2016-08-25,001a000001NIObmAAH
15379,2017-08-29,001a000001NIObnAAH
15385,2017-07-29,001a000001NIOcRAAX
15389,2016-02-25,001a000001NIOcpAAH
15390,2016-09-17,001a000001NIOcrAAH
15394,2016-01-26,001a000001NIP0fAAH
15395,2017-12-18,001a000001NIPABAA5
15396,2017-12-31,001a000001NIPBgAAP
15398,2017-11-30,001a000001NIPJFAA5
15399,2018-06-16,001a000001NIPK5AAP
15403,2015-12-20,001a000001NIPmtAAH
15404,2017-09-26,001a000001NIPs0AAH
15409,2018-03-28,001a000001NIQ38AAH
15414,2017-01-25,001a000001NIQptAAH
15415,2017-11-10,001a000001NIQqZAAX
15417,2016-09-11,001a000001NIQyqAAH
15422,2016-03-09,001a000001NIRE6AAP
15423,2016-01-21,001a000001NIRFyAAP
15425,2018-07-17,001a000001NIROnAAP
15430,2016-11-20,001a000001NIRmHAAX
15432,2015-03-10,001a000001NIRo5AAH
15433,2017-11-13,001a000001NIRooAAH
15435,2017-12-16,001a000001NIRvcAAH
15438,2017-05-15,001a000001NIS3DAAX
15441,2018-06-21,001a000001NISL5AAP
15444,2017-08-18,001a000001NISaqAAH
15445,2017-11-14,001a000001NISjMAAX
15446,2015-11-20,001a000001NISkTAAX
15448,2016-12-29,001a000001NISt5AAH
15452,2016-11-06,001a000001NISzhAAH
15453,2016-02-16,001a000001NIT0qAAH
15454,2016-10-13,001a000001NIT1hAAH
15459,2017-12-31,001a000001NITAeAAP
15466,2016-07-08,001a000001NITTVAA5
15467,2018-03-06,001a000001NITeBAAX
15471,2018-07-30,001a000001NITsOAAX
15472,2018-02-25,001a000001NITtGAAX
15473,2016-12-27,001a000001NITxGAAX
15474,2016-12-29,001a000001NIU2FAAX
15476,2018-02-26,001a000001NIU4wAAH
15477,2016-12-30,001a000001NIU56AAH
15481,2017-04-12,001a000001NIUDIAA5
15483,2018-02-08,001a000001NIUETAA5
15485,2017-09-25,001a000001NIULaAAP
15496,2017-09-12,001a000001NIUwhAAH
15503,2016-11-09,001a000001NIVNGAA5
15504,2017-05-30,001a000001NIVUhAAP
15509,2017-04-21,001a000001NIVkKAAX
15512,2018-07-19,001a000001NIW0YAAX
15514,2017-03-30,001a000001NIW8sAAH
15515,2016-03-25,001a000001NIWGEAA5
15518,2016-06-29,001a000001NIWLfAAP
15521,2017-12-27,001a000001NIWTIAA5
15522,2018-01-15,001a000001NIWUtAAP
15524,2017-03-12,001a000001NIWXGAA5
15525,2018-03-16,001a000001NIWaiAAH
15529,2018-03-23,001a000001NIWi5AAH
15530,2018-05-18,001a000001NIWkdAAH
15531,2018-03-14,001a000001NIWlMAAX
15533,2018-01-08,001a000001NIWr9AAH
15537,2017-06-13,001a000001NIX9GAAX
15538,2016-09-04,001a000001NIXA9AAP
15540,2017-04-20,001a000001NIXAvAAP
15541,2017-06-26,001a000001NIXDVAA5
15542,2016-06-30,001a000001NIXNWAA5
15543,2016-12-02,001a000001NIXNnAAP
15547,2016-05-12,001a000001NIXkEAAX
15549,2016-01-10,001a000001NIXvvAAH
15550,2016-05-11,001a000001NIY08AAH
15551,2018-06-03,001a000001NIY1gAAH
15553,2016-11-26,001a000001NIY3kAAH
15554,2017-01-25,001a000001NIY8fAAH
15555,2017-02-06,001a000001NIY9FAAX
15557,2016-11-18,001a000001NIYIbAAP
15559,2018-02-07,001a000001NIYP8AAP
15560,2017-01-16,001a000001NIYRFAA5
15561,2018-04-12,001a000001NIYY4AAP
15563,2018-03-26,001a000001NIYfSAAX
15565,2017-01-22,001a000001NIYlpAAH
15567,2017-01-23,001a000001NIYreAAH
15568,2018-01-29,001a000001NIZ7EAAX
15569,2018-01-29,001a000001NIZ9PAAX
15570,2018-03-12,001a000001NIZCZAA5
15575,2017-01-31,001a000001NIZMLAA5
15576,2017-05-19,001a000001NIZPPAA5
15588,2017-05-16,001a000001NIZycAAH
15594,2018-07-17,001a000001NIaOZAA1
15595,2018-02-23,001a000001NIaQ3AAL
15599,2018-04-17,001a000001NIaeoAAD
15603,2016-03-02,001a000001NIakcAAD
15605,2018-05-30,001a000001NIalXAAT
15606,2018-03-28,001a000001NIalYAAT
15609,2016-03-11,001a000001NIalmAAD
15610,2016-03-10,001a000001NIamJAAT
15611,2016-04-29,001a000001NIamNAAT
15613,2017-12-04,001a000001NIan3AAD
15614,2018-03-14,001a000001NIanTAAT
15615,2018-03-14,001a000001NIanxAAD
15621,2016-10-31,001a000001NIapuAAD
15623,2018-03-27,001a000001NIaqrAAD
15627,2016-04-02,001a000001NIarhAAD
15629,2016-11-13,001a000001NIasQAAT
15631,2017-08-12,001a000001NIasdAAD
15632,2018-06-27,001a000001NIaseAAD
15634,2016-01-19,001a000001NIatDAAT
15635,2017-09-07,001a000001NIatPAAT
15636,2017-06-29,001a000001NIatVAAT
15637,2018-05-21,001a000001NIatcAAD
15645,2016-04-27,001a000001NIaucAAD
15647,2016-06-16,001a000001NIaufAAD
15651,2017-10-05,001a000001NIauxAAD
15654,2017-05-02,001a000001NIavQAAT
15655,2016-05-08,001a000001NIavUAAT
15659,2018-07-24,001a000001NIavyAAD
15667,2018-05-17,001a000001NIax2AAD
15668,2018-05-23,001a000001NIaxIAAT
15669,2017-07-13,001a000001NIaxKAAT
15671,2017-06-20,001a000001NIaxmAAD
15672,2016-03-16,001a000001NIaxoAAD
15673,2018-06-12,001a000001NIaxsAAD
15675,2018-06-11,001a000001NIay6AAD
15680,2018-06-11,001a000001NIaykAAD
15682,2018-03-21,001a000001NIaymAAD
15683,2017-12-12,001a000001NIayxAAD
15685,2016-06-16,001a000001NIazAAAT
15686,2018-02-01,001a000001NIazJAAT
15687,2018-06-18,001a000001NIazNAAT
15688,2016-06-18,001a000001NIazPAAT
15690,2016-06-09,001a000001NIazcAAD
15692,2016-06-25,001a000001NIazwAAD
15693,2018-06-26,001a000001NIb00AAD
15694,2016-06-10,001a000001NIb03AAD
15699,2018-01-25,001a000001NIb1pAAD
15701,2017-11-01,001a000001NIfeJAAT
15707,2017-08-31,001a000001OLRH2AAP
15710,2017-01-03,001a000001OLtfEAAT
15712,2017-10-17,001a000001OLzGXAA1
15715,2018-02-15,001a000001OMCbPAAX
15716,2018-06-25,001a000001OMCetAAH
15718,2015-12-17,001a000001OMD9cAAH
15720,2018-07-24,001a000001OMDMuAAP
15726,2017-02-14,001a000001ONiEiAAL
15729,2018-03-30,001a000001OONXyAAP
15730,2017-10-31,001a000001OOaD3AAL
15731,2016-09-14,001a000001OOd9TAAT
15732,2017-02-13,001a000001OOgumAAD
15733,2017-05-31,001a000001OOgvkAAD
15736,2017-08-16,001a000001P9ljPAAR
15737,2016-09-21,001a000001P9mFaAAJ
15745,2018-06-30,001a000001PAU7TAAX
15747,2017-09-20,001a000001PAbOhAAL
15750,2017-06-29,001a000001PAwn0AAD
15751,2018-01-11,001a000001PAyNvAAL
15752,2018-04-11,001a000001PAyekAAD
15753,2016-08-31,001a000001PB0tNAAT
15754,2017-11-06,001a000001PB53bAAD
15759,2018-03-28,001a000001PD3rDAAT
15762,2016-09-28,001a000001PDB6LAAX
15763,2016-10-13,001a000001PDCHUAA5
15764,2016-01-20,001a000001PDCOpAAP
15767,2017-03-31,001a000001PDVzzAAH
15770,2016-08-04,001a000001QEiboAAD
15777,2016-08-14,001a000001QEifcAAD
15780,2017-12-16,001a000001QEihSAAT
15783,2018-02-26,001a000001QEikNAAT
15788,2016-09-09,001a000001QEimhAAD
15792,2018-03-20,001a000001QEio9AAD
15793,2017-12-05,001a000001QEioiAAD
15797,2018-03-31,001a000001QEipMAAT
15798,2016-09-23,001a000001QEipRAAT
15802,2016-04-19,001a000001QEiqPAAT
15803,2018-06-15,001a000001QEiqWAAT
15805,2017-09-30,001a000001QEiquAAD
15806,2016-10-28,001a000001QEirDAAT
15807,2017-07-28,001a000001QEirmAAD
15808,2018-06-12,001a000001QEirnAAD
15815,2015-11-06,001a000001QrkX8AAJ
15816,2018-03-01,001a000001Qs2qjAAB
15818,2017-12-31,001a000001QseqIAAR
15822,2016-05-08,001a000001Qt3SfAAJ
15827,2017-04-30,001a000001QtXsMAAV
15828,2017-01-30,001a000001QtbQ2AAJ
15830,2016-02-15,001a000001RekgBAAR
15831,2017-05-31,001a000001RemaVAAR
15832,2016-06-30,001a000001Rf5GfAAJ
15833,2015-12-31,001a000001RfAWfAAN
15837,2018-02-11,001a000001RfAcIAAV
15839,2018-03-05,001a000001RfAeAAAV
15851,2016-11-03,001a000001Rfot1AAB
15853,2017-02-28,001a000001RfwVAAAZ
15856,2017-11-04,001a000001Rg1zZAAR
15858,2018-07-20,001a000001RgCCiAAN
15861,2015-04-01,001a000001RgDBEAA3
15862,2016-12-03,001a000001RgDagAAF
15863,2017-11-13,001a000001RgKmSAAV
15864,2017-03-29,001a000001RgLCGAA3
15867,2017-09-07,001a000001RgNoZAAV
15868,2015-11-23,001a000001RgUCuAAN
15874,2017-01-30,001a000001Rh2SCAAZ
15878,2016-12-19,001a000001Rh91bAAB
15881,2017-10-24,001a000001RhM3EAAV
15882,2017-04-16,001a000001RhkTQAAZ
15885,2016-09-07,001a000001Ri7weAAB
15888,2016-02-28,001a000001RiEyNAAV
15889,2016-11-20,001a000001RiGFmAAN
15903,2017-11-17,001a000001SsjiEAAR
15904,2015-12-30,001a000001SsxFfAAJ
15905,2018-02-28,001a000001Sszc1AAB
15910,2018-03-30,001a000001StPDOAA3
15916,2016-09-18,001a000001StskAAAR
15919,2018-03-23,001a000001Su2hFAAR
15920,2016-02-20,001a000001Su6rrAAB
15921,2017-12-18,001a000001Su6tEAAR
15922,2017-01-14,001a000001Su8jpAAB
15925,2018-07-14,001a000001SuOE8AAN
15926,2016-12-31,001a000001SuZPxAAN
15928,2016-01-30,001a000001Suw2UAAR
15930,2017-08-31,001a000001Sv3zlAAB
15935,2017-12-31,001a000001SvHTiAAN
15937,2015-12-17,001a000001SvJkCAAV
15940,2017-12-19,001a000001SvR1qAAF
15945,2016-12-19,001a000001SvVllAAF
15948,2017-12-29,001a000001SvjaBAAR
15949,2017-03-30,001a000001SvkJrAAJ
15950,2016-12-30,001a000001SvlKdAAJ
15952,2016-10-31,001a000001Svn5gAAB
15953,2017-07-17,001a000001Svn6eAAB
15955,2017-06-30,001a000001SvuC3AAJ
15957,2016-05-31,001a000001SvuCwAAJ
15959,2017-07-30,001a000001Sw5O6AAJ
15960,2015-08-16,001a000001Sw9dYAAR
15961,2017-12-30,001a000001SwBfNAAV
15962,2016-12-30,001a000001SwGFWAA3
15963,2016-12-30,001a000001SwJYiAAN
15964,2015-12-30,001a000001SwJddAAF
15965,2015-12-30,001a000001SwJhkAAF
15966,2015-12-30,001a000001SwJk0AAF
15967,2015-12-30,001a000001SwJlXAAV
15968,2015-12-30,001a000001SwJnnAAF
15969,2015-12-30,001a000001SwJovAAF
15971,2018-03-31,001a000001U5lMgAAJ
15972,2018-01-03,001a000001U5rgsAAB
15973,2017-10-28,001a000001U5tLMAAZ
15976,2018-07-31,001a000001U6CwNAAV
15979,2018-02-24,001a000001U6RQkAAN
15984,2017-03-30,001a000001U76pxAAB
15985,2016-03-30,001a000001U7D96AAF
15986,2017-07-30,001a000001U7EjnAAF
15988,2018-03-26,001a000001U7KbAAAV
15989,2018-01-30,001a000001U7UPyAAN
15990,2018-01-14,001a000001U7W33AAF
15991,2018-01-14,001a000001U7WoyAAF
16002,2015-10-09,001a000001U8AQ7AAN
16006,2018-01-05,001a000001U8dAWAAZ
16007,2015-12-31,001a000001U8dCXAAZ
16009,2018-01-22,001a000001U8yJzAAJ
16015,2017-12-15,001a000001U98luAAB
16017,2016-05-28,001a000001U9j5pAAB
16020,2017-09-14,001a000001V2tYNAAZ
16024,2016-12-28,001a000001V31yAAAR
16026,2018-02-16,001a000001V3UYoAAN
16030,2016-02-05,001a000001V3w2OAAR
16031,2016-02-27,001a000001V3wHsAAJ
