ID,CREATEDDATE,CASE__C,RESOLUTION__C,OVERALL_GENERAL_COMMENTS__C,CUSTOMER_EFFORT__C,ACCOUNTID
a0k1300000E0FQWAA3,2017-05-25 19:09:59.000,50013000010iRyhAAE,5,,,001a000001AAky4AAD
a0k1300000E0FPnAAN,2017-05-25 18:59:42.000,50013000010IgCuAAK,5,,,0011300001l4Gs5AAE
a0k1300000E0FP8AAN,2017-05-25 18:21:41.000,50013000010IRpCAAW,6,,,0013000000eakacAAA
a0k1300000E0FP3AAN,2017-05-25 18:12:50.000,50013000010Hz01AAC,2,,,0013000000eeeOyAAI
a0k1300000E0FNjAAN,2017-05-25 16:50:24.000,50013000010HzEXAA0,5,"Hi there the issue resolved after the fix was applied.

Thanks for this.",,0013000000dqTDZAA2
a0k1300000E0FMFAA3,2017-05-25 15:47:11.000,50013000010IxD2AAK,5,,,00130000015N897AAC
a0k1300000E0FLqAAN,2017-05-25 15:32:25.000,50013000010J5QAAA0,1,Service call that use to take 1/2 an hour to 1 hour to resolve now take days.,,001a000001NIHBNAA5
a0k1300000E0FLlAAN,2017-05-25 15:30:28.000,50013000010IIaVAAW,6,,,0011300001q1ozXAAQ
a0k1300000E0FLRAA3,2017-05-25 15:15:45.000,500130000103DJNAA2,6,,,0013000000eb8JkAAI
a0k1300000E0FLCAA3,2017-05-25 14:58:19.000,50013000010J0taAAC,6,,,001a000001NIHKlAAP
a0k1300000E0FL2AAN,2017-05-25 14:45:00.000,50013000010iTyoAAE,6,Excellent support representative.  One of the best support interactions I have had recently.  The representative took the time to make sure the issue was resolved properly.,,0011300001iAPsYAAW
a0k1300000E0FJQAA3,2017-05-25 14:00:28.000,50013000010iYscAAE,6,"At any point in time I have numerous cases open. I spend at least an entire day per week on the phone with support or working issues. I understand that this is a huge product, but it has so many bugs at times it's almost unusable.",,0013000000eb8JkAAI
a0k1300000E0FJGAA3,2017-05-25 13:46:32.000,50013000010iYtkAAE,6,"Your support engineer, Candice Tinat, is very knowledgeable and does support very professionally.   Well done, thanks.",,0013000000dqQtnAAE
a0k1300000E0FGlAAN,2017-05-25 10:30:16.000,50013000010IfCtAAK,3,,,0013000000eb8jsAAA
a0k1300000E0FGOAA3,2017-05-25 10:21:44.000,500130000102sQnAAI,6,,,001a000001DHQuUAAX
a0k1300000E0FG4AAN,2017-05-25 09:53:27.000,50013000010If0nAAC,6,,,0013000000ebPJRAA2
a0k1300000E0F9xAAF,2017-05-24 23:10:05.000,50013000010JAFxAAO,6,Roy has always been very helpful,,0013000000dqMNBAA2
a0k1300000E0F6sAAF,2017-05-24 21:30:57.000,500130000102kMNAAY,1,"This case went on for over a month from initial contact with little to no updates, and no resolution for the issue.",,00130000015NNnvAAG
a0k1300000E0F5zAAF,2017-05-24 20:34:41.000,50013000010iVPRAA2,6,,,0013000000dqT5UAAU
a0k1300000E0F4SAAV,2017-05-24 19:23:14.000,5001300000zH5TLAA0,6,,,0011300001l4MaWAAU
a0k1300000E0F4NAAV,2017-05-24 19:22:44.000,50013000010I7KjAAK,6,,,0011300001l4MaWAAU
a0k1300000E0F3QAAV,2017-05-24 18:42:33.000,50013000010iT5tAAE,6,,,0011300001l0DrxAAE
a0k1300000E0EyVAAV,2017-05-24 15:43:25.000,50013000010I7vVAAS,6,Great to work with Brittany,,0011300001cOCQkAAO
a0k1300000E0ExzAAF,2017-05-24 15:30:21.000,50013000010IZCXAA4,6,,,0011300001l4QVvAAM
a0k1300000E0ExpAAF,2017-05-24 15:12:03.000,50013000010Ib7LAAS,6,He is very knowledgeable and he gets right to the point and provides solutions right away. I really enjoyed the service I received from him. Thanks,,0013000000krunhAAA
a0k1300000E0ExkAAF,2017-05-24 15:11:45.000,50013000010HQyJAAW,6,,,0011300001l4Bo3AAE
a0k1300000E0Ex5AAF,2017-05-24 14:30:53.000,50013000010iQCKAA2,6,,,0013000000eb8JkAAI
a0k1300000E0EwgAAF,2017-05-24 14:29:20.000,50013000010J6hRAAS,6,,,0013000000eb8JkAAI
a0k1300000E0EvcAAF,2017-05-24 13:54:35.000,50013000010JBS8AAO,6,,,0013000000dqQtnAAE
a0k1300000E0Ev3AAF,2017-05-24 13:30:59.000,50013000010IRuHAAW,6,,,0013000000ebPJRAA2
a0k1300000E0EuyAAF,2017-05-24 13:29:30.000,50013000010IZ52AAG,6,Thank you!,,0013000000dqN50AAE
a0k1300000E0EujAAF,2017-05-24 12:59:32.000,50013000010GzADAA0,5,"It took two weeks with multiple follow ups on the support ticket, with no response.  I had to contact my sales rep twice to get any movement from the support time on a simple support issue.",,0011300001t4kt0AAA
a0k1300000E0EuUAAV,2017-05-24 12:45:20.000,50013000010It9NAAS,5,,,0013000000dqQWIAA2
a0k1300000E0Eu9AAF,2017-05-24 12:01:03.000,50013000010Hvk5AAC,5,,,0013000000sMh9RAAS
a0k1300000E0EtuAAF,2017-05-24 11:37:55.000,50013000010HCFwAAO,5,,,0013000000sMh9RAAS
a0k1300000E0EqVAAV,2017-05-24 07:20:44.000,50013000010GtejAAC,4,"The upgrade from AppSense 8.6 SP3 to 10.1 seems to be a terrible decision to have made thus far and all the promise of making the product better for Windows 10 has been the opposite as so far it has created more issues and fixed none of the known issues reported by our userbase. 

10.1 FR1 appears to have been a rebranding exercise with nothing more than hotfixes extracted out of 10.0 build and has resulted in further regressions in the product which are affecting our environment.",,0011300001l4FKPAA2
a0k1300000E0EpRAAV,2017-05-24 05:31:23.000,50013000010IVZmAAO,6,,,0011300001l4M0fAAE
a0k1300000E0EiHAAV,2017-05-23 19:58:04.000,5001300000zHNgXAAW,6,,,0011300001dYH2tAAG
a0k1300000E0Eh9AAF,2017-05-23 19:27:13.000,50013000010JAOFAA4,3,export an agent configuration to excel or csv file,,0013000000dqPebAAE
a0k1300000E0EebAAF,2017-05-23 18:07:13.000,500130000103izCAAQ,6,,,0013000000dqN4KAAU
a0k1300000E0Ee7AAF,2017-05-23 17:25:08.000,50013000010J8TcAAK,5,,,0011300001l4By5AAE
a0k1300000E0EdxAAF,2017-05-23 17:13:34.000,50013000010IwlIAAS,6,Dokumentation bzgl. Asset Manager / Asset Central ist aktuell Mager. OOTB- von Asset-Central könnte mehr auf LDMS bereits zugeschnitten sein. Dokumentation über Nutzung im Zusammenhang mit LMDS wäre nützlich.,,0011300001bNmipAAC
a0k1300000E0Ec9AAF,2017-05-23 15:30:36.000,50013000010J76lAAC,6,,,001a000001BQNlJAAX
a0k1300000E0EaqAAF,2017-05-23 14:54:08.000,50013000010IYqlAAG,6,,,001a000001HY0TiAAL
a0k1300000E0EaLAAV,2017-05-23 14:43:20.000,50013000010H6ItAAK,5,,,0013000000dqRNcAAM
a0k1300000E0EXSAA3,2017-05-23 11:03:21.000,50013000010J4YbAAK,6,,,001a000001BSq2hAAD
a0k1300000E0EWHAA3,2017-05-23 09:56:48.000,50013000010IjgSAAS,6,,,001a000001L9x5rAAB
a0k1300000E0EVrAAN,2017-05-23 08:51:34.000,50013000010Iy0EAAS,6,,,0013000000sMh9RAAS
a0k1300000E0EVmAAN,2017-05-23 08:46:55.000,50013000010IVt8AAG,6,,,0013000000dqRARAA2
a0k1300000E0EVXAA3,2017-05-23 08:16:25.000,50013000010J4SxAAK,1,,,0013000000dqU9kAAE
a0k1300000E0EUjAAN,2017-05-23 07:04:40.000,50013000010IezBAAS,6,Anthony Swanson provides a world class technical support with great understanding of customer expectations as well as needs. 5 star support experience.,,001a000001NIKAFAA5
a0k1300000E0EUAAA3,2017-05-23 06:38:16.000,50013000010IFBvAAO,6,,,001a000001NIKACAA5
a0k1300000E0ELwAAN,2017-05-22 21:48:55.000,50013000010ITd8AAG,6,,,0013000000jLXfoAAG
a0k1300000E0EJPAA3,2017-05-22 19:48:44.000,50013000010J1USAA0,6,,,0011300001i9KCSAA2
a0k1300000E0EChAAN,2017-05-22 16:21:04.000,50013000010ImVUAA0,6,RespekT!,,0013000000dqRy4AAE
a0k1300000E0E9eAAF,2017-05-22 14:58:31.000,50013000010ITtpAAG,5,"The new web portal is not as friendly/direct as the old Shavlik portal.  Maybe it is a getting used to issue on my part.  Also, there is no phone number listed under products for Shavlik protect.  It took some time to discover that product contact number.",,001a000001NIOZyAAP
a0k1300000E0E8bAAF,2017-05-22 14:37:33.000,50013000010IwnxAAC,6,,,0011300001l4AqaAAE
a0k1300000E0E8RAAV,2017-05-22 14:31:44.000,50013000010IxFwAAK,6,,,001a000001X8MpQAAV
a0k1300000E0E6RAAV,2017-05-22 13:35:32.000,50013000010IqTeAAK,6,,,0013000000eb7T2AAI
a0k1300000E0E6MAAV,2017-05-22 13:34:44.000,500130000103qOCAAY,5,I think there was a misunderstanding of this problem and the suggested solutions didn't seem appropriate. I updated the call with how it was eventually resolved - there may have been another way...,,0013000000dqOdnAAE
a0k1300000E0E4hAAF,2017-05-22 10:41:14.000,50013000010In6pAAC,5,,,001a000001BSq2nAAD
a0k1300000E0E1yAAF,2017-05-22 08:19:53.000,50013000010ITctAAG,6,,,001a000001BSq1DAAT
a0k1300000E0E1LAAV,2017-05-22 07:49:35.000,50013000010ICbaAAG,6,,,0013000000iHVDnAAO
a0k1300000E0Dd1AAF,2017-05-20 00:16:34.000,5001300000zGiwEAAS,6,,,0013000000ebQdgAAE
a0k1300000E0DanAAF,2017-05-19 22:49:58.000,50013000010HXAiAAO,6,Thank you again for the most excellent support!,,001a000001NIKAFAA5
a0k1300000E0DaiAAF,2017-05-19 22:44:07.000,50013000010I93kAAC,6,"I really appreciate Brian Taylor's support, professionalism & knowledge !

WELL DONE !!!!",,001a000001NIKbmAAH
a0k1300000E0DZ6AAN,2017-05-19 21:51:06.000,50013000010IqdAAAS,6,,,0011300001kBmJLAA0
a0k1300000E0DXDAA3,2017-05-19 21:00:04.000,50013000010I9bDAAS,5,,,001a000001NIGo4AAH
a0k1300000E0DVYAA3,2017-05-19 19:18:23.000,50013000010Iqx6AAC,6,Call hold time is my only complaint. Brittany was awesome in assisting me with this issue.,,00130000015NNnvAAG
a0k1300000E0DV9AAN,2017-05-19 19:04:04.000,50013000010IpcyAAC,6,,,001a000001NIHqQAAX
a0k1300000E0DQqAAN,2017-05-19 15:56:50.000,50013000010IokmAAC,6,,,0013000000dqQzsAAE
a0k1300000E0DOLAA3,2017-05-19 14:44:55.000,500130000104KF8AAM,6,,,001a000001NIK8OAAX
a0k1300000E0DNDAA3,2017-05-19 14:14:08.000,50013000010ISnbAAG,6,We only use Landesk as a patching system for now. We use it as a WanDesk over the internet to CSA for server and system patching.  With Amazon Web Servers we don't have tunnels to every site.  So the CSA is put to work.  Not all items respond or scan or even appear in the console. The agent installs and we can verify CSA connectivity and cert verify.  But still no show in the console.  Any thoughts?,,0011300001hBPnzAAG
a0k1300000E0DMUAA3,2017-05-19 13:42:21.000,5001300001042xaAAA,1,,,0011300001l4KRkAAM
a0k1300000E0DM5AAN,2017-05-19 13:25:39.000,50013000010GxQDAA0,6,,,0013000000eb4b4AAA
a0k1300000E0DLRAA3,2017-05-19 12:48:13.000,50013000010I6edAAC,1,"Please notify me when the developers released a fixed, working versions of Appsense PM.",,0013000000oNKfCAAW
a0k1300000E0DLMAA3,2017-05-19 12:37:42.000,500130000103Io4AAE,5,,,001a000001V4hGgAAJ
a0k1300000E0DLCAA3,2017-05-19 12:32:09.000,50013000010IYcAAAW,6,,,0013000000dqPRPAA2
a0k1300000E0DKAAA3,2017-05-19 10:55:22.000,50013000010IiTaAAK,6,,,001a000001GZOkJAAX
a0k1300000E0DJMAA3,2017-05-19 07:29:36.000,50013000010IDwoAAG,6,,,0013000000dqOOSAA2
a0k1300000E0DIHAA3,2017-05-19 06:42:07.000,50013000010IlQIAA0,6,,,0013000000fJ4mEAAS
a0k1300000E0DGzAAN,2017-05-19 04:21:15.000,50013000010IfuIAAS,6,,,001a000001NIHVfAAP
a0k1300000E0DF0AAN,2017-05-18 22:57:03.000,50013000010IktSAAS,6,,,0011300001eLM7PAAW
a0k1300000E0DEqAAN,2017-05-18 22:42:43.000,50013000010IjNVAA0,6,,,0011300001bM92OAAS
a0k1300000E0DDYAA3,2017-05-18 21:56:56.000,50013000010IjMcAAK,6,,,0011300001sBmrpAAC
a0k1300000E0DDEAA3,2017-05-18 21:50:21.000,50013000010I9gwAAC,6,I was surprise to hear I had to submit a tkt online 1st maybe I missed the email that said stating this date??? you can no longer call in a support tkt. I had trouble with my login account something on your end that prevented me from logging in once that was taken I found the location to submit the tkt and I received a quick reply back,,001a000001NIGZtAAP
a0k1300000E0DBpAAN,2017-05-18 21:09:58.000,50013000010IgzUAAS,6,Just keep up the good work,,001a000001NIGXqAAP
a0k1300000E0D9WAAV,2017-05-18 19:26:54.000,50013000010Igc9AAC,6,,,0011300001l4RbpAAE
a0k1300000E0D9CAAV,2017-05-18 18:54:11.000,50013000010IbBIAA0,6,"Download definition filters are obscure.  It took me awhile to figure out that to get the ""Product"" i had to go into a patch definition and then into a Detection Rule, then into the Affected Products to get the name for that specific style of patch (whether upgrade vs patching without changing major version)
The management console (installed on my system) likes  to completely disappear when it is maximized. If it does maximize it tends to move to a specific screen that it wants to be on (not the necessarily the one it was on while maximizing). The remote console is far slower at connecting to than the one which is included with sccm.  Theres a ""LANDESK Remote Control"" Item in This PC/My computer (Win10).  it does not seem to function.  HTML5 remote seems very quick and feature full, drag and drop works which is a big thumbs up from me.",,00130000015LAW8AAO
a0k1300000E0D8NAAV,2017-05-18 17:58:25.000,50013000010IGjnAAG,6,,,0011300001l4MaWAAU
a0k1300000E0D8IAAV,2017-05-18 17:57:45.000,50013000010I52MAAS,6,,,0011300001l4MaWAAU
a0k1300000E0D7BAAV,2017-05-18 17:04:01.000,50013000010IcpdAAC,6,"Thank you a lot Ivanti, great support service.",,0011300001iAPsYAAW
a0k1300000E0D6wAAF,2017-05-18 16:59:45.000,50013000010Hei3AAC,6,,,001a000001NIJosAAH
a0k1300000E0D45AAF,2017-05-18 15:03:38.000,50013000010IfVCAA0,6,,,001a000001BSq2hAAD
a0k1300000E0D2OAAV,2017-05-18 14:04:04.000,50013000010IWNSAA4,6,,,0013000000dqQjEAAU
a0k1300000E0CynAAF,2017-05-18 09:51:48.000,5001300000zHjQLAA0,6,Simon worked for many weeks to help resolve this issue. Top man thanks,,0011300001a83A4AAI
a0k1300000E0CyCAAV,2017-05-18 08:54:41.000,50013000010IVtcAAG,6,Keep up the good work,,0013000000eb8jsAAA
a0k1300000E0CxjAAF,2017-05-18 08:03:12.000,50013000010IbbfAAC,5,,,001a000001NIXNnAAP
a0k1300000E0CxDAAV,2017-05-18 07:06:44.000,50013000010Id6KAAS,6,,,001a000001Rg01hAAB
a0k1300000E0CwjAAF,2017-05-18 05:44:13.000,50013000010ILmXAAW,6,,,0013000000eaoDeAAI
a0k1300000E0CrAAAV,2017-05-17 21:06:15.000,50013000010I90vAAC,6,,,0013000000dqQzsAAE
a0k1300000E0CqgAAF,2017-05-17 20:38:49.000,50013000010IZdJAAW,6,the support was excellent.,,0013000000dqQzsAAE
a0k1300000E0CpbAAF,2017-05-17 19:34:49.000,5001300000xdHISAA2,1,,,0013000000eb7XLAAY
a0k1300000E0CoUAAV,2017-05-17 18:54:48.000,50013000010HGAeAAO,1,,,001a000001GZOrcAAH
a0k1300000E0CoFAAV,2017-05-17 18:47:36.000,50013000010IZYnAAO,6,,,0011300001h9eKqAAI
a0k1300000E0CjvAAF,2017-05-17 16:42:49.000,50013000010I1nKAAS,6,,,0013000000dqQ6uAAE
a0k1300000E0Ch1AAF,2017-05-17 14:13:09.000,50013000010IW8XAAW,4,The Ivanti website was not very user friendly and was difficult to navigate through,,0011300001sU7LnAAK
a0k1300000E0CgGAAV,2017-05-17 13:59:44.000,5001300000zHPEVAA4,3,,,0013000000eaiGSAAY
a0k1300000E0Cg1AAF,2017-05-17 13:43:45.000,500130000103gESAAY,6,"Amazed at the timely, professional, and knowledgeable support received.",,0011300001sBmrpAAC
a0k1300000E0CedAAF,2017-05-17 12:45:18.000,50013000010Gz1kAAC,6,,,0013000000dqQjEAAU
a0k1300000E0CdaAAF,2017-05-17 11:52:38.000,50013000010IQwWAAW,5,,,0013000000fHAXzAAO
a0k1300000E0CdBAAV,2017-05-17 10:38:17.000,5001300000yRIP5AAO,5,,,0011300001l4GlGAAU
a0k1300000E0CadAAF,2017-05-17 08:32:55.000,50013000010HAunAAG,6,,,0011300001l02u7AAA
a0k1300000E0CaYAAV,2017-05-17 08:32:22.000,50013000010HAtzAAG,6,,,0011300001l02u7AAA
a0k1300000E0CZXAA3,2017-05-17 07:43:43.000,500130000103ofpAAA,6,It was a pleasure dealing with Pierre. He tried numerous things to get the issue resolved and we got there in the end. Another satisfied customer.,,0013000000dqUB7AAM
a0k1300000E0CZNAA3,2017-05-17 07:24:02.000,500130000104IUfAAM,5,,,0013000000dqQhzAAE
a0k1300000E0CZ2AAN,2017-05-17 06:19:40.000,50013000010IMZ5AAO,6,,,0013000000eak3DAAQ
a0k1300000E0CXtAAN,2017-05-17 04:49:21.000,50013000010Gt2sAAC,5,,,0013000000gb2iZAAQ
a0k1300000E0CWWAA3,2017-05-17 02:26:14.000,50013000010I2qUAAS,5,,,0013000000dqQ6CAAU
a0k1300000E0CQzAAN,2017-05-16 21:36:01.000,50013000010ISzwAAG,6,The shavlik Protect patch management should allow patch credentials (service accounts be shared amoung approved administrators of the product to prevent mismatched credtials between admins that can lock out accounts if they didn't match,,001a000001NIIPIAA5
a0k1300000E0CQBAA3,2017-05-16 20:33:16.000,500130000103CWGAA2,6,,,001a000001BSq2hAAD
a0k1300000E0COxAAN,2017-05-16 20:02:23.000,50013000010IRmcAAG,6,Great Help,,001a000001OOmt2AAD
a0k1300000E0CM7AAN,2017-05-16 18:39:09.000,50013000010I1lOAAS,6,the process is flawed. With everything being web based one is SOL if they are having connectivity issues. Phone calls are/were a great backup method for contacting support.,,001a000001NIHVXAA5
a0k1300000E0CLsAAN,2017-05-16 18:20:27.000,50013000010IQ9AAAW,6,,,0013000000dqMAsAAM
a0k1300000E0CLXAA3,2017-05-16 18:00:30.000,5001300000zHSHPAA4,4,,,0013000000dqNamAAE
a0k1300000E0CLSAA3,2017-05-16 17:59:38.000,500130000103N39AAE,6,,,0013000000dqNamAAE
a0k1300000E0CL2AAN,2017-05-16 17:50:33.000,50013000010IOkuAAG,6,,,0011300001bLFMzAAO
a0k1300000E0CKHAA3,2017-05-16 17:40:13.000,50013000010IQ45AAG,6,Brian Taylor was very friendly and customer service oriented. I appreciated his time and effort in making sure my issue was completely resolved before hanging up.,,001a000001NIIRYAA5
a0k1300000E0CJhAAN,2017-05-16 17:07:36.000,50013000010IPOXAA4,6,,,0013000000ebKGWAA2
a0k1300000E0CIKAA3,2017-05-16 16:00:29.000,50013000010H81VAAS,6,,,0013000000xKsqKAAS
a0k1300000E0CGoAAN,2017-05-16 15:14:04.000,50013000010I7K5AAK,6,,,001a000001CYKjgAAH
a0k1300000E0CFqAAN,2017-05-16 14:31:15.000,50013000010IOMiAAO,6,,,0013000000eb8JkAAI
a0k1300000E0CFgAAN,2017-05-16 14:23:06.000,50013000010IM63AAG,6,,,001a000001V48KDAAZ
a0k1300000E0CElAAN,2017-05-16 13:31:34.000,50013000010IFI2AAO,6,,,0013000000dqMxVAAU
a0k1300000E0CEgAAN,2017-05-16 13:29:20.000,50013000010IE7hAAG,6,,,001a000001NIFyMAAX
a0k1300000E0CEbAAN,2017-05-16 13:29:02.000,50013000010GupgAAC,6,,,0013000000dqOLSAA2
a0k1300000E0CEMAA3,2017-05-16 13:04:15.000,50013000010IKqXAAW,6,,,001a000001NIMBoAAP
a0k1300000E0CCyAAN,2017-05-16 12:24:41.000,50013000010IJLlAAO,6,very robust product - strong 1st support call!,,001a000001NIa4UAAT
a0k1300000E0CCoAAN,2017-05-16 12:22:03.000,50013000010HCP8AAO,6,Great all around support.,,0011300001dYH2tAAG
a0k1300000E0CCUAA3,2017-05-16 12:06:58.000,50013000010HwYPAA0,6,,,0013000000ebAHcAAM
a0k1300000E0CBHAA3,2017-05-16 11:18:26.000,50013000010IE60AAG,6,,,001a000001V4r25AAB
a0k1300000E0C9iAAF,2017-05-16 09:59:08.000,50013000010IDe1AAG,6,,,0013000000eaqeHAAQ
a0k1300000E0C9dAAF,2017-05-16 09:47:08.000,50013000010IMhTAAW,6,Le service technique a monté en compétence depuis l'année dernière. C'est tres bien.,,0013000000dqQyuAAE
a0k1300000E0C7qAAF,2017-05-16 06:14:25.000,50013000010IBPdAAO,6,,,0013000000z8wQ8AAI
a0k1300000E0BvsAAF,2017-05-15 23:39:42.000,50013000010ILCUAA4,6,,,0013000000dqMsnAAE
a0k1300000E0Br3AAF,2017-05-15 20:47:27.000,50013000010IHKKAA4,6,,,001a000001NIGXPAA5
a0k1300000E0BqsAAF,2017-05-15 20:45:59.000,50013000010IH4lAAG,6,,,001a000001NII8pAAH
a0k1300000E0BpuAAF,2017-05-15 19:51:56.000,50013000010GtJCAA0,6,"I really appreciate Martyn's professionalism and focus on resolving the issues, testing the issue to confirm its validity, and overall customer service was excellent.",,0013000000dqMvOAAU
a0k1300000E0BpGAAV,2017-05-15 19:31:58.000,50013000010ICGIAA4,4,,,001a000001NIGefAAH
a0k1300000E0Bk1AAF,2017-05-15 16:27:43.000,50013000010I5s0AAC,6,,,0013000000dqQ6uAAE
a0k1300000E0BjbAAF,2017-05-15 16:03:01.000,50013000010HjYeAAK,5,,,001a000001V5Sx1AAF
a0k1300000E0BjRAAV,2017-05-15 16:01:15.000,50013000010GcYBAA0,6,,,001a000001CWMG3AAP
a0k1300000E0BidAAF,2017-05-15 15:44:25.000,50013000010IEH3AAO,6,"Candice and Bobby were excellent. Very helpful and knowledgeable with the product, answered all questions I had. My only issue with the support at Ivanti is the hold time, I did spend 35 minutes on hold before getting a person on the line. However the technicians were great.",,001a000001NGJoiAAH
a0k1300000E0BhYAAV,2017-05-15 14:55:51.000,5001300000x3J0rAAE,6,,,0011300001l4EPhAAM
a0k1300000E0Bh9AAF,2017-05-15 14:25:19.000,50013000010HnnoAAC,6,,,0013000000ebBboAAE
a0k1300000E0Bh4AAF,2017-05-15 14:12:30.000,50013000010HrEJAA0,6,,,0013000000dqQt2AAE
a0k1300000E0BgpAAF,2017-05-15 13:55:00.000,50013000010I8anAAC,6,,,001a000001NIMu4AAH
a0k1300000E0Bg9AAF,2017-05-15 12:33:07.000,50013000010ID7gAAG,6,,,0011300001l4NSVAA2
a0k1300000E0BdfAAF,2017-05-15 09:27:25.000,5001300000zEK1fAAG,5,,,001a000001NIKikAAH
a0k1300000E0BcAAAV,2017-05-15 06:28:12.000,500130000103yc4AAA,6,,,0011300001l4Q03AAE
a0k1300000E0Bb3AAF,2017-05-15 02:35:47.000,500130000102hDhAAI,6,态度友好，解决迅速,,0011300001txQUyAAM
a0k1300000E0BaTAAV,2017-05-14 23:41:18.000,5001300000x3IRJAA2,3,,,0011300001l49SGAAY
a0k1300000E0BMXAA3,2017-05-13 01:09:32.000,50013000010I9mBAAS,6,World Class Support!!,,001a000001NIIWxAAP
a0k1300000E0BM8AAN,2017-05-13 00:08:29.000,50013000010I9Z2AAK,6,,,001a000001NIKtyAAH
a0k1300000E0BGtAAN,2017-05-12 20:49:55.000,50013000010HPVFAA4,6,,,0011300001iZjUYAA0
a0k1300000E0BGFAA3,2017-05-12 20:31:03.000,50013000010Hx7jAAC,6,Best Support Ever!!,,001a000001NIIWxAAP
a0k1300000E0BG0AAN,2017-05-12 20:25:42.000,50013000010I099AAC,6,,,0013000000dqR4FAAU
a0k1300000E0BFgAAN,2017-05-12 19:51:49.000,500130000104K66AAE,6,Keep up the great support!,,0013000000eaijOAAQ
a0k1300000E0BArAAN,2017-05-12 16:51:39.000,50013000010HyCGAA0,6,,,001a000001NILqiAAH
a0k1300000E0BA8AAN,2017-05-12 16:03:12.000,50013000010Gt3lAAC,1,,,0011300001gQjIjAAK
a0k1300000E0B5OAAV,2017-05-12 13:08:17.000,50013000010HLTdAAO,4,"Peter was clear, professional and knew his stuff. A valued member of Ivanti and thankful for his time spent helping me.",,0011300001l4AL1AAM
a0k1300000E0B4cAAF,2017-05-12 12:24:42.000,50013000010I44kAAC,6,,,0013000000x6baBAAQ
a0k1300000E0B2gAAF,2017-05-12 09:49:04.000,50013000010HcfRAAS,6,,,0013000000dqUB7AAM
a0k1300000E0B2cAAF,2017-05-12 09:44:54.000,50013000010I3UNAA0,6,,,0013000000dqM8aAAE
a0k1300000E0B2MAAV,2017-05-12 09:44:15.000,50013000010I3NJAA0,6,,,0013000000dqM8aAAE
a0k1300000E0B27AAF,2017-05-12 09:30:51.000,500130000103VWSAA2,3,,,0011300001gRudLAAS
a0k1300000E0B22AAF,2017-05-12 09:24:48.000,50013000010HmIjAAK,6,,,0013000000dqMxVAAU
a0k1300000E0B1hAAF,2017-05-12 08:28:44.000,50013000010HnH8AAK,6,"Happy as ever, easy to work with the Portal case",,001a000001GZF0aAAH
